Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
Apr 18 2025 11:58:17,38,1,2,4,1.92,0.975,0.971,0.971,5,1,0.0246,0.0289,0.0289,-0.0043,-0.0002,SuperMemo will make sure you remember 95% of the learned material as long as you [.].
Apr 18 2025 11:58:24,64,1,2,4,1.88,0.978,0.972,0.972,5,1,0.0218,0.028,0.028,-0.0062,-0.0003,You can import many articles from the web browser if you select Edit : Web import from the main menu (alternatively_ press [.]).
Apr 18 2025 11:58:29,55,1,2,4,1.87,0.98,0.972,0.972,5,1,0.0197,0.0284,0.0284,-0.0087,-0.0004,You can import many articles from the [.] if you select Edit : Web import from the main menu (alternatively_ press Shift+F8).
Apr 18 2025 11:58:50,48,1,2,4,1.87,0.982,0.97,0.97,5,1,0.018,0.0299,0.0299,-0.0119,-0.0006,To import a web article to SuperMemo: copy the selected text in your web browser press ...
Apr 19 2025 00:07:43,33,2,5,3,0.6,0.967,0.952,0.952,5,1,0.033,0.0481,0.0481,-0.0151,-0.0012,You can return to the previously visited pages by clicking [.](button equivalent to pressing Alt+Left arrow)
Apr 19 2025 00:07:52,11,2,5,3,0.6,0.969,0.951,0.951,5,1,0.0309,0.0487,0.0487,-0.0178,-0.0014,You only need two key combinations: Alt+A - Add new [.](shortcut) - make repetitions of .
Apr 19 2025 00:08:04,66,2,5,3,0.59,0.971,0.952,0.952,5,1,0.0291,0.0478,0.0478,-0.0187,-0.0014,You can import many articles from the web browser if you select Edit : [.] from the main menu (alternatively_ press Shift+F8).
Apr 19 2025 00:08:13,22,2,5,3,0.61,0.972,0.95,0.95,5,1,0.0275,0.0496,0.0496,-0.0221,-0.0017,Everything you learn with SuperMemo will come back to you for repetition. Every day_ you should select the button [.](name of the button that begins repetitions)
Apr 19 2025 00:08:15,47,2,5,3,0.61,0.974,0.95,0.95,5,1,0.0262,0.05,0.05,-0.0238,-0.0018,To import a web article to SuperMemo: copy the selected text in your web browser (e.g. ...
Apr 19 2025 00:08:23,5,2,5,3,0.61,0.975,0.95,0.95,5,1,0.0251,0.0505,0.0505,-0.0254,-0.0019,To dismiss a page/element that you do not want to learn_ press [.](shortcut)
Apr 20 2025 00:02:21,53,1,2,4,1.82,0.988,0.964,0.964,5,1,0.0121,0.036,0.036,-0.0239,-0.0012,摘录卡片([.])，就是用于阅读的文本。它可以是一整篇文章，也可以是几个段落，甚至是一句话。
4月 20 2025 00:02:53,38,2,4,26,6.46,0.943,0.994,0.994,4,1,0.0569,0.0064,0.0064,0.0505,0.0032,SuperMemo will make sure you remember 95% of the learned material as long as you [.].
4月 20 2025 00:03:40,49,3,7,5,0.78,0.965,0.912,0.912,5,1,0.0347,0.0878,0.0878,-0.0531,-0.0065,To import a web article to SuperMemo:. In your web browser_ copy the selected text . In [.](browser or SuperMemo?)_ use  (Ctrl+N)
4月 20 2025 00:04:00,8,3,7,38,5.44,0.966,0.993,0.994,5,1,0.0335,0.0074,0.0056,0.028,0.0011,You only need 2 key combinations: [.](shortcut) - to add new questions and answers (Add .
4月 20 2025 00:04:15,39,3,5,38,7.64,0.967,0.993,0.994,4,1,0.0325,0.0074,0.0055,0.027,0.001,Repetitio mater studiorum est
4月 20 2025 00:04:49,42,3,5,38,7.66,0.968,0.993,0.995,4,1,0.0316,0.0074,0.0055,0.0261,0.001,When does a repetition occur?
4月 20 2025 00:05:02,75,3,7,38,5.48,0.969,0.993,0.995,5,1,0.0308,0.0075,0.0055,0.0253,0.0009,You only need 2 key combinations: . Alt+A - add new questions and answers (Add new) . Ctrl+L - to [.] of the learned material (Learn)
Apr 21 2025 11:26:03,24,4,7,45,6.46,0.96,0.988,0.994,4,1,0.0399,0.0121,0.0063,0.0336,0.0016,Exemplary repetition
Apr 21 2025 11:26:09,55,3,9,26,2.86,0.916,0.987,0.987,5,1,0.0841,0.0126,0.0127,0.0713,0.0069,You can import many articles from the [.] if you select Edit : Web import from the main menu (alternatively_ press Shift+F8).
Apr 21 2025 11:26:17,40,3,7,42,5.96,0.971,0.991,0.994,5,1,0.0294,0.0095,0.0058,0.0236,0.0008,To create a cloze question_ select [...](which portion of the text) with the mouse or keyboard_ and press Alt+Z
Apr 21 2025 11:26:24,67,3,7,42,5.98,0.971,0.991,0.994,5,1,0.0288,0.0095,0.0057,0.0231,0.0008,To create a cloze question_ select a keyword and use [.](button or shortcut)
Apr 21 2025 11:26:28,64,3,9,28,3.15,0.916,0.987,0.99,5,1,0.0841,0.0126,0.0098,0.0742,0.007,You can import many articles from the web browser if you select Edit : Web import from the main menu (alternatively_ press [.]).
Apr 21 2025 11:26:32,32,4,10,46,4.59,0.963,0.988,0.994,5,1,0.0375,0.0121,0.0061,0.0314,0.0014,You return to the previously visited pages with [.](shortcut) Hint: The same key combination .
Apr 21 2025 11:27:24,70,3,7,42,6.01,0.972,0.991,0.994,5,1,0.0277,0.0095,0.0057,0.0221,0.0007,After you create a cloze question you can view it by clicking the button [.](which one) or pressing Alt+Left arrow
Apr 21 2025 11:27:27,25,4,10,46,4.62,0.964,0.988,0.994,5,1,0.0362,0.0121,0.006,0.0301,0.0013,Remember: After you choose Learn you should go through all your material scheduled for ...
Apr 21 2025 11:27:30,30,4,7,46,6.63,0.964,0.988,0.994,4,1,0.0356,0.0121,0.006,0.0296,0.0012,To import a web article to SuperMemo: . In [.](browser or SuperMemo?)_ copy the selected text . In SuperMemo_ use  (Ctrl+N)
Apr 22 2025 00:35:35,91,1,2,25,12.57,0.991,0.999,0.995,5,1,0.0089,0.0014,0.0045,0.0044,0.0001,选中文字，Alt+Q 设置相应的类别。最起码的就是标题。可以设置的标签有：标题，日期，作者，来源，链接等。在SRC材料的渐进式阅读中，可以尝试标记[.]。这样可以将其在社区中发过的技术文章，和其在漏洞平台公开的漏洞报告进行关联起来。
Apr 22 2025 00:35:45,9,5,13,49,3.79,0.957,0.986,0.994,5,1,0.043,0.0138,0.0061,0.0368,0.0018,You only need 2 key combinations: Alt+A - to [.] new questions and answers Ctrl+L - make repetitions
Apr 22 2025 00:36:44,77,5,8,50,6.19,0.958,0.986,0.994,3,1,0.0424,0.0139,0.0061,0.0363,0.0018,How can you introduce Question of the Day into the learning process in SuperMemo?. 如何将每日问题引入 SuperMemo 的学习过程？
4月 22 2025 13:14:29,5,3,7,34,4.9,0.957,0.987,0.991,5,1,0.043,0.0127,0.0092,0.0338,0.0018,To dismiss a page/element that you do not want to learn_ press [.](shortcut)
4月 22 2025 13:40:25,76,1,2,30,14.93,0.991,0.997,0.995,5,1,0.0085,0.0031,0.0048,0.0037,0.0000,选中文字，[.] 设置相应的类别。最起码的就是标题。可以设置的标签有：标题，日期，作者，来源，链接等。在SRC材料的渐进式阅读中，可以尝试标记作者。这样可以将作者在社区中发过的技术文章，和其在漏洞平台公开的漏洞报告进行关联起来。
4月 22 2025 13:43:27,87,3,5,46,9.1,0.975,0.989,0.994,4,1,0.025,0.0111,0.0057,0.0193,0.0006,摘录卡片(Topic)和问答卡片(Item)的主要区别是？
4月 22 2025 13:46:25,53,2,7,31,4.38,0.938,0.99,0.993,4,1,0.0619,0.0104,0.0075,0.0544,0.0038,摘录卡片(术语: [.])(快捷键: Ctrl+N)，就是用于阅读的文本。它可以是一整篇文章，也可以是几个段落，甚至是一句话。
4月 22 2025 13:48:59,29,5,9,52,5.82,0.959,0.984,0.994,4,1,0.0409,0.0156,0.0062,0.0347,0.0016,You can use [.](option/shortcut) to copy your learning material to some location on your hard disk (for back-up purposes)
4月 22 2025 13:49:50,22,3,7,36,5.16,0.957,0.987,0.992,5,1,0.043,0.0128,0.0082,0.0347,0.0018,Everything you learn with SuperMemo will come back to you for repetition. Every day_ you should select the button [.](name of the button that begins repetitions)
4月 22 2025 13:50:10,38,2,25,37,1.47,0.962,0.991,0.994,5,1,0.0383,0.0086,0.0063,0.032,0.0014,SuperMemo will make sure you remember 95% of the learned material as long as you [.].
4月 22 2025 13:50:35,24,1,44,44,1.01,0.989,0.997,0.997,5,1,0.0109,0.0027,0.0027,0.0082,0.0001,Exemplary repetition
4月 22 2025 13:50:40,21,5,11,53,4.78,0.96,0.984,0.994,5,1,0.0404,0.0156,0.0061,0.0343,0.0016,SuperMemo will often ask you to fill the missing part of a sentence. For example: . [.] is the key weapon against forgetting. Hint: Try to remember what is the key weapon .
4月 22 2025 13:50:46,39,2,58,40,0.7,0.971,0.992,0.994,4,1,0.0288,0.0076,0.0059,0.023,0.0008,Repetitio mater studiorum est
4月 22 2025 13:50:57,25,1,51,41,0.8,0.993,0.997,0.996,5,1,0.0073,0.0027,0.0035,0.0038,0.0000,Remember: After you choose Learn you should go through all your material scheduled for ...
4月 22 2025 14:06:06,37,5,10,53,5.28,0.96,0.984,0.994,4,1,0.04,0.0156,0.0061,0.0339,0.0016,If you make all your repetitions every day_ SuperMemo will make sure you remember ...
4月 22 2025 14:06:13,10,5,9,53,5.89,0.96,0.984,0.994,4,1,0.0396,0.0156,0.0061,0.0335,0.0015,Repetition is the key weapon against [...]
4月 22 2025 14:06:21,11,3,7,38,5.36,0.957,0.987,0.992,5,1,0.043,0.0129,0.0076,0.0353,0.0018,You only need two key combinations: Alt+A - Add new [.](shortcut) - make repetitions of .
4月 22 2025 14:07:05,75,2,42,41,0.97,0.981,0.992,0.994,5,1,0.0193,0.0076,0.0058,0.0135,0.0003,You only need 2 key combinations: . Alt+A - add new questions and answers (Add new) . Ctrl+L - to [.] of the learned material (Learn)
4月 22 2025 14:07:22,16,5,11,53,4.83,0.961,0.984,0.994,5,1,0.0392,0.0156,0.006,0.0332,0.0015,After you finish typing the question_ you can use [...](key) to move to typing the answer
4月 22 2025 14:07:27,33,3,8,38,4.76,0.96,0.987,0.993,5,1,0.0397,0.0129,0.0074,0.0323,0.0015,You can return to the previously visited pages by clicking [.](button equivalent to pressing Alt+Left arrow)
4月 22 2025 14:07:32,8,2,61,41,0.67,0.981,0.992,0.994,5,1,0.0193,0.0076,0.0057,0.0136,0.0003,You only need 2 key combinations: [.](shortcut) - to add new questions and answers (Add .
4月 22 2025 14:07:44,42,2,43,41,0.95,0.971,0.992,0.994,4,1,0.0288,0.0076,0.0057,0.0231,0.0008,When does a repetition occur?
4月 22 2025 14:15:27,32,1,39,39,1,0.993,0.997,0.996,5,1,0.0073,0.0027,0.0041,0.0031,0.0000,You return to the previously visited pages with [.](shortcut) Hint: The same key combination .
4月 22 2025 14:15:55,47,3,11,39,3.5,0.957,0.987,0.993,5,1,0.043,0.0129,0.0072,0.0357,0.0018,To import a web article to SuperMemo: copy the selected text in your web browser (e.g. ...
4月 22 2025 14:16:01,48,4,10,36,3.62,0.89,0.983,0.992,5,1,0.1105,0.017,0.0081,0.1024,0.0121,To import a web article to SuperMemo: copy the selected text in your web browser press ...
4月 22 2025 14:16:06,49,2,7,41,5.89,0.981,0.992,0.994,5,1,0.0193,0.0076,0.0056,0.0137,0.0003,To import a web article to SuperMemo:. In your web browser_ copy the selected text . In [.](browser or SuperMemo?)_ use  (Ctrl+N)
4月 22 2025 14:16:19,30,1,38,39,1.02,0.989,0.997,0.996,5,1,0.0109,0.0027,0.0043,0.0066,0.0001,To import a web article to SuperMemo: . In [.](browser or SuperMemo?)_ copy the selected text . In SuperMemo_ use  (Ctrl+N)
4月 22 2025 14:16:24,70,1,38,35,0.93,0.99,0.997,0.995,5,1,0.0097,0.003,0.0045,0.0052,0.0001,After you create a cloze question you can view it by clicking the button [.](which one) or pressing Alt+Left arrow
4月 22 2025 14:16:32,64,1,27,35,1.28,0.993,0.997,0.995,5,1,0.0073,0.0031,0.0045,0.0028,0.0000,You can import many articles from the web browser if you select Edit : Web import from the main menu (alternatively_ press [.]).
4月 22 2025 14:16:39,66,3,7,39,5.59,0.957,0.987,0.993,5,1,0.043,0.013,0.0069,0.036,0.0018,You can import many articles from the web browser if you select Edit : [.] from the main menu (alternatively_ press Shift+F8).
4月 22 2025 14:16:42,55,1,26,35,1.34,0.993,0.997,0.995,5,1,0.0073,0.0031,0.0046,0.0027,0.0000,You can import many articles from the [.] if you select Edit : Web import from the main menu (alternatively_ press Shift+F8).
4月 22 2025 14:16:51,67,1,43,35,0.82,0.99,0.997,0.995,5,1,0.0097,0.003,0.0045,0.0052,0.0001,To create a cloze question_ select a keyword and use [.](button or shortcut)
4月 22 2025 14:16:54,69,4,8,49,6.14,0.969,0.987,0.994,5,1,0.0312,0.013,0.0058,0.0254,0.0009,After you create a cloze question you can view it by clicking the < button or pressing [.](shortcut)
4月 22 2025 14:16:58,40,1,31,35,1.14,0.99,0.997,0.995,5,1,0.0097,0.003,0.0045,0.0052,0.0001,To create a cloze question_ select [...](which portion of the text) with the mouse or keyboard_ and press Alt+Z
4月 26 2025 16:45:34,128,4,9,49,5.49,0.969,0.987,0.994,5,1,0.0309,0.0131,0.0058,0.0252,0.0009,摘录卡片(术语: Topic 快捷键: [.])，就是用于阅读的文本。它可以是一整篇文章，也可以是几个段落，甚至是一句话。
Apr 27 2025 14:30:55,154,1,2,29,14.36,0.992,0.997,0.995,5,1,0.0078,0.0027,0.0048,0.003,0.0000,完美主义者应该热爱渐进学习！你的完美主义天性应该遵守最重要的原则：在最短的时间内获得最高质量的知识。重要的不是你集合中卡片的美观性，而是你头脑中知识的完美性。对于一个熟练的学生来说，渐进学习是建立在一套完美的、严格的规则基础上的，这些规则保证了知识获取的最大速度。确实，有些规则一开始会让你感到不安。如果你看到一个句子符合完形填空的条件，规则是：[ .
Apr 27 2025 14:31:03,127,5,12,54,4.52,0.962,0.984,0.994,5,1,0.0379,0.0159,0.006,0.0319,0.0014,摘录卡片(术语: [.] 快捷键: Ctrl+N)，就是用于阅读的文本。它可以是一整篇文章，也可以是几个段落，甚至是一句话。
